,source,author,title,description,url,urlToImage,publishedAt,content,date,nextPosition
326,"{'id': None, 'name': 'Yahoo Entertainment'}",MAXIMIZE MARKET RESEARCH PRIVATE LIMITED,Heat Transfer Fluids Market to grow at a CAGR of 8.6 percent reaching USD 5.42 Bn during the forecast period,"Heat Transfer Fluids Market size reached USD 2.80 billion in 2021 and is expected to reach USD 5.42 billion by 2029 Heat Transfer Fluids, growing at a CAGR...",https://finance.yahoo.com/news/heat-transfer-fluids-market-grow-151200606.html,https://media.zenfs.com/en/globenewswire.com/5ddd913d2f8d19070bab32412b2a3e14,2023-02-20T15:12:00Z,"MAXIMIZE MARKET RESEARCH PRIVATE LIMITED
Heat Transfer Fluids Market size reached USD 2.80 billion in 2021 and is expected to reach USD 5.42 billion by 2029 Heat Transfer Fluids, growing at a CAGR o… [+9798 chars]",2023-02-20,0.0
327,"{'id': None, 'name': 'Southernsavers.com'}",Jenny,Is A Walmart+ Membership Worth $98??,"On a recent Monday night Q&A I had a lot of questions about Amazon Prime vs. Walmart+ and which was the better offer.  Both are a year membership with a lot of 'perks' for members, but honestly Walmart+ is the clear winner when comparing price and value. Walm…",https://www.southernsavers.com/is-a-walmart-membership-worth-98/,https://www.southernsavers.com/wp-content/uploads/2022/01/walmart01.jpg,2023-02-20T20:55:39Z,"On a recent Monday night Q&amp;A I had a lot of questions about Amazon Prime vs. Walmart+ and which was the better offer.  Both are a year membership with a lot of “perks” for members, but honestly W… [+3951 chars]",2023-02-20,0.0
328,"{'id': None, 'name': 'GlobeNewswire'}",ReportLinker,"Oil And Gas Capex Market- Growth, Trends, And Forecasts (2023 - 2028)","The oil and gas CAPEX market is expected to reach USD 797.66 billion by the end of the current year, and it is projected to register a CAGR of 4.27% during the forecast period. The market was impacted by COVID-19 in 2020. The oil and gas CAPEX market is expec…",https://www.globenewswire.com/news-release/2023/02/20/2611296/0/en/Oil-And-Gas-Capex-Market-Growth-Trends-And-Forecasts-2023-2028.html,https://ml.globenewswire.com/Resource/Download/3e0b82c2-02d7-44c8-b22f-561e0f321f39?size=1,2023-02-20T12:31:00Z,"New York, Feb. 20, 2023 (GLOBE NEWSWIRE) -- Reportlinker.com announces the release of the report ""Oil And Gas Capex Market- Growth, Trends, And Forecasts (2023 - 2028)"" - https://www.reportlinker.com… [+6570 chars]",2023-02-20,0.0
329,"{'id': None, 'name': 'GlobeNewswire'}",MAXIMIZE MARKET RESEARCH PRIVATE LIMITED,Heat Transfer Fluids Market to grow at a CAGR of 8.6 percent reaching USD 5.42 Bn during the forecast period,"Heat Transfer Fluids Market size reached USD 2.80 billion in 2021 and is expected to reach USD 5.42 billion by 2029 Heat Transfer Fluids, growing at a CAGR of 8.6 % during the forecast period. Heat Transfer Fluids Market size reached USD 2.80 billion in 2021 …",https://www.globenewswire.com/news-release/2023/02/20/2611479/0/en/Heat-Transfer-Fluids-Market-to-grow-at-a-CAGR-of-8-6-percent-reaching-USD-5-42-Bn-during-the-forecast-period.html,https://ml.globenewswire.com/Resource/Download/ed586e06-519d-4f88-8922-2205ad70a816?size=1,2023-02-20T15:12:00Z,"Chicago, Feb. 20, 2023 (GLOBE NEWSWIRE) -- Maximize Market research, a global Information Material &amp; Chemical market research firm has published a competitive intelligence and market research rep… [+9276 chars]",2023-02-20,0.0
330,"{'id': None, 'name': 'PRNewswire'}",,Stretch and shrink film market size to increase by USD 4.72 billion by 2026; APAC to account for 47% of market growth - Technavio,"NEW YORK, Feb. 20, 2023 /PRNewswire/ --The Stretch and Shrink Film Market by Type, Application, and Geography - Forecast and Analysis 2022-2026 report has been published by Technavio. Market size is forecast to grow by USD 4.72 billion between 2021 and 2026 a…",https://www.prnewswire.com/news-releases/stretch-and-shrink-film-market-size-to-increase-by-usd-4-72-billion-by-2026-apac-to-account-for-47-of-market-growth---technavio-301749598.html,https://mma.prnewswire.com/media/2004845/Global_Stretch_and_Shrink_Film_Market.jpg?p=facebook,2023-02-20T11:00:00Z,"NEW YORK, Feb. 20, 2023 /PRNewswire/ --The Stretch and Shrink Film Market by Type, Application, and Geography - Forecast and Analysis 2022-2026 report has been published by Technavio. Market size is … [+21937 chars]",2023-02-20,0.0
331,"{'id': None, 'name': 'Seeking Alpha'}",John Vincent,Tracking Jeremy Grantham's GMO Capital Portfolio - Q4 2022 Update,Jeremy Grantham’s 13F portfolio value increased from $17.33B to $18.77B this quarter. Click here to read the full update of the portfolio for Q4 2022.,https://seekingalpha.com/article/4579958-tracking-jeremy-granthams-gmo-capital-portfolio-q4-2022-update,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/148203941/image_148203941.jpg?io=getty-c-w1536,2023-02-20T11:26:16Z,"Matthew Lloyd
This article is part of a series that provides an ongoing analysis of the changes made to GMO’s 13F stock portfolio on a quarterly basis. It is based on GMO’s regulatory 13F Form filed… [+10924 chars]",2023-02-20,0.0
332,"{'id': None, 'name': 'MarketWatch'}",Barbara Kollmeyer,"This simple contrarian stock strategy has had a blowout start. Don’t keep chasing it, warns Citi.","Citigroup says a simple strategy involving selling the winners and buying the losers of 2022 has paid off thanks to a market rally, oil-sector profit-taking and surging tech stocks. But it's almost over.",https://www.marketwatch.com/story/this-simple-contrarian-stock-strategy-has-had-a-blowout-start-dont-keep-chasing-it-warns-citi-c15f41c3,https://images.mktw.net/im-728453/social,2023-02-20T12:04:00Z,"Last years stock losers are off to a great start for 2023, but investors would be foolhardy to chase those gains any further.Thats the advice from a team at Citigroup, led by chief global equity stra… [+3547 chars]",2023-02-20,0.0
333,"{'id': None, 'name': 'Seeking Alpha'}",Ramkumar Raja Chidambaram,Liberty Energy's Competitive Advantages Position It For Strong Growth In 2023 And Beyond,"Liberty Energy reported strong financial results in 2022, with cash return on capital invested at 31%. Read why LBRT stock is a Buy.",https://seekingalpha.com/article/4579928-liberty-energy-competitive-advantages-strong-growth-2023-beyond,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1220229790/image_1220229790.jpg?io=getty-c-w1536,2023-02-20T08:54:30Z,"mysticenergy
Investment Hypothesis
 Liberty Energy Inc. (NYSE:LBRT) reported a solid financial performance in 2022 and achieved new records in revenue, pump hours per fleet, frac stages, and tons o… [+22953 chars]",2023-02-20,0.0
334,"{'id': None, 'name': 'Seeking Alpha'}",The Value Portfolio,Exxon Mobil Has High-Graded Its Portfolio,"Exxon Mobil Corporation has continued to grow its portfolio, particularly XOM's production in both Guyana and the Permian. Read for our take on XOM stock now.",https://seekingalpha.com/article/4580015-exxonmobil-has-high-graded-its-portfolio,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1213494436/image_1213494436.jpg?io=getty-c-w1536,2023-02-20T16:42:20Z,"CHUNYIP WONG
Exxon Mobil Corporation (NYSE:XOM) (""ExxonMobil"") had one of the strongest years on record, pushing its market capitalization towards $500 billion. The company invested heavily through … [+7279 chars]",2023-02-20,0.0
335,"{'id': None, 'name': 'Seeking Alpha'}",The Asian Investor,BP: Here's The Price I'll Buy At,BP shares broke out to the upside after it reported record results for Q4 and FY 2022. Check out why I'm bearish on BP stock.,https://seekingalpha.com/article/4579963-bp-stock-sell-now-buy-at-this-price,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1347478479/image_1347478479.jpg?io=getty-c-w1536,2023-02-20T11:51:42Z,"jetcityimage
Shares of BP (NYSE:BP) broke out to the upside after the British energy company reported record results for the fourth-quarter and for FY 2022 on the back of soaring petroleum and natur… [+6762 chars]",2023-02-20,0.0
336,"{'id': None, 'name': 'Yahoo Entertainment'}",Vardah Gill,Billionaire Ken Griffin’s Top 10 High Dividend Stock Picks,"In this article, we discuss billionaire Ken Griffin’s top 10 high-dividend stock picks. You can skip our detailed analysis of Ken Griffin’s investment...",https://finance.yahoo.com/news/billionaire-ken-griffin-top-10-151722579.html,https://media.zenfs.com/en/insidermonkey.com/5e10b7d436d0889c610b18e545065be2,2023-02-20T15:17:22Z,"In this article, we discuss billionaire Ken Griffin's top 10 high-dividend stock picks. You can skip our detailed analysis of Ken Griffin's investment strategy, and go directly to read Billionaire Ke… [+10782 chars]",2023-02-20,0.0
337,"{'id': None, 'name': 'Seeking Alpha'}",Fluidsdoc,Imperial Oil: Holding For A Better Price,Imperial Oil has a solid business that is well diversified across in the industrial and retail sectors. Click here for a full investment analysis of IMO stock.,https://seekingalpha.com/article/4579993-imperial-oil-holding-for-better-price,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/104684402/image_104684402.jpg?io=getty-c-w1536,2023-02-20T14:46:41Z,"Phototreat
Introduction
 Imperial Oil (NYSE:IMO) is a Canadian heavy oil producer with upstream and downstream operations. Demand for the low gravity oil it produces has boosted revenues and profit… [+7568 chars]",2023-02-20,0.0
338,"{'id': 'cbs-news', 'name': 'CBS News'}",Fox Van Allen,Sam's Club is giving away free money: The best gift card deals,"A Sam's Club membership can save you a ton, even while eating at restaurants and shopping at different stores.",https://www.cbsnews.com/essentials/sams-club-is-giving-away-free-money-the-best-gift-card-deals/,https://assets3.cbsnewsstatic.com/hub/i/r/2023/02/21/ed6d53aa-695e-4372-a70e-e0b9247dd2bd/thumbnail/1200x630/af0d2d606686d7749941183d48e6d763/sams-club-store-logo-on-building.jpg,2023-02-21T20:18:54Z,"Getty Images
You probably already know that you can stretch your family's budget by shopping for groceries at a warehouse club such as Sam's Club. But did you also know that Sam's Club members can g… [+3359 chars]",2023-02-21,-1.0
339,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,ExxonMobil to Host Low Carbon Solutions Spotlight,"(marketscreener.com) 
On April 4, 2023, Exxon Mobil Corporation will host a virtual Low Carbon Solutions spotlight to provide an update on the business.

Darren Woods, Chairman and Chief Executive Officer, Kathy Mikells, Senior Vice President and Chief Financ…",https://www.marketscreener.com/quote/stock/EXXON-MOBIL-CORPORATION-4822/news/ExxonMobil-to-Host-Low-Carbon-Solutions-Spotlight-43042365/?utm_medium=RSS&utm_content=20230221,https://www.marketscreener.com/images/twitter_MS_fdgris.png,2023-02-21T13:31:03Z,"On April 4, 2023, Exxon Mobil Corporation will host a virtual Low Carbon Solutions spotlight to provide an update on the business.
Darren Woods, Chairman and Chief Executive Officer, Kathy Mikells, … [+610 chars]",2023-02-21,-1.0
340,"{'id': 'cbs-news', 'name': 'CBS News'}",Fox Van Allen,Sam's Club Presidents Day deal: Get a Sam's Club membership for $25 and save big on gas,There's never been a better time to join a warehouse club: Sam's Club memberships are less than half price.,https://www.cbsnews.com/essentials/best-sams-club-presidents-day-deal-get-a-sams-club-membership-for-25-and-save-big-on-gas-2023-02-20/,https://assets2.cbsnewsstatic.com/hub/i/r/2022/03/31/cf66f568-4631-45ca-b7e9-1ea2ec05a502/thumbnail/1200x630/94b555c4ad4af9fed3730f6bdadb0ced/sams-club.jpg,2023-02-20T20:32:00Z,"Getty Images
Worried about inflation in 2023? You can save money on groceries, gas and more essentials with a Sam's Club membership. And now for Presidents Day, you can even save a significant amoun… [+4191 chars]",2023-02-20,0.0
341,"{'id': None, 'name': 'Biztoc.com'}",barchart.com,"Exxon's 3.27% Yield Is Attractive, But Short Put Income Plays Are Gaining Attention","Exxon Mobil stock has moved slightly lower since releasing its earnings, but XOM stock still has an attractive 3.27% dividend yield. But short-put income plays are also attracting value investors.#exxonmobil #xom",https://biztoc.com/x/6562b88eef9a07d8,https://c.biztoc.com/p/6562b88eef9a07d8/og.webp,2023-02-21T18:08:37Z,"Exxon Mobil stock has moved slightly lower since releasing its earnings, but XOM stock still has an attractive 3.27% dividend yield. But short-put income plays are also attracting value investors. 
… [+65 chars]",2023-02-21,-1.0
342,"{'id': 'cnn', 'name': 'CNN'}",Nicole Goodkind,How oil and gas companies think about their shareholders,"Oil and gas companies have seen skyrocketing growth as the energy crisis triggered by  Russia's war in Ukraine has challenged people's quality of life, financial stability, and overall well-being.",https://www.cnn.com/2023/02/21/investing/premarket-stocks-trading/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230208090155-01-oil-companies-profits.jpg?c=16x9&q=w_800,c_fill",2023-02-21T12:50:24Z,A version of this story first appeared in CNN Business Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the s… [+9243 chars],2023-02-21,-1.0
343,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,Suncor Energy names Rich Kruger as CEO,"(marketscreener.com) Canada's Suncor Energy Inc said on Tuesday that former Exxon Mobil executive Rich Kruger would take over as its chief executive officer, replacing interim boss Kris smith. https://www.marketscreener.com/news/latest/Suncor-Energy-names-Ric…",https://www.marketscreener.com/news/latest/Suncor-Energy-names-Rich-Kruger-as-CEO--43041931/?utm_medium=RSS&utm_content=20230221,https://img.zonebourse.com/reuters/2023-02/2023-02-15T164812Z_1_LYNXMPEJ1E0T2_RTROPTP_3_CANADA-SUNCOR-OIL-SANDS.JPG,2023-02-21T12:49:53Z,"Kruger, a near 40-year veteran of Exxon Mobil Corp, served as CEO of Imperial Oil Ltd for six years before retiring in 2019. His appointment is effective April 3.
The company named Smith as its chie… [+286 chars]",2023-02-21,-1.0
344,"{'id': None, 'name': 'Yahoo Entertainment'}",ReportLinker,"Automotive Lubricant Market- Global Industry Size, Share, Trends, Competition, Opportunity and Forecast, 2017-2027","Segmented By Vehicle Type (Two Wheeler, PC, LCV, MHCV), By Demand Category (OEM & Aftermarket), By Product Type (Engine Oil, Transmission Oil, Hydraullic Oil...",https://finance.yahoo.com/news/automotive-lubricant-market-global-industry-132100130.html,https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f,2023-02-21T13:21:00Z,"Segmented By Vehicle Type (Two Wheeler, PC, LCV, MHCV), By Demand Category (OEM &amp; Aftermarket), By Product Type (Engine Oil, Transmission Oil, Hydraullic Oil, Grease), By Region. Global automotiv… [+7927 chars]",2023-02-21,-1.0
345,"{'id': None, 'name': 'Yahoo Entertainment'}",ReportLinker,"Oil And Gas Capex Market- Growth, Trends, And Forecasts (2023 - 2028)","The oil and gas CAPEX market is expected to reach USD 797.66 billion by the end of the current year, and it is projected to register a CAGR of 4.27% during...",https://finance.yahoo.com/news/oil-gas-capex-market-growth-123100835.html,https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f,2023-02-20T12:31:00Z,"The oil and gas CAPEX market is expected to reach USD 797.66 billion by the end of the current year, and it is projected to register a CAGR of 4.27% during the forecast period. The market was impacte… [+6874 chars]",2023-02-20,0.0
